generation,best_in_population,mean_fitness,global_best_fitness
398,935.729000,55.440483,935.729000
399,935.729000,-330.249529,935.729000
400,935.729000,-324.344293,935.729000
401,935.729000,-113.021619,935.729000
402,935.729000,-310.082945,935.729000
403,935.729000,-467.353775,935.729000
404,935.729000,-458.782729,935.729000
405,935.729000,-355.474829,935.729000
406,935.729000,-465.299529,935.729000
407,935.729000,-495.701569,935.729000
408,935.729000,-499.149411,935.729000
409,936.720333,-263.908878,936.720333
410,936.720333,-419.982515,936.720333
411,936.720333,-315.860637,936.720333
412,937.849333,-234.867888,937.849333
413,938.648667,-210.688119,938.648667
414,938.648667,-110.811478,938.648667
415,938.648667,-246.069374,938.648667
416,938.648667,-88.365916,938.648667
417,940.190000,-230.543989,940.190000
418,940.340000,-266.621252,940.340000
419,940.340000,-202.327735,940.340000
420,940.340000,-207.518192,940.340000
421,940.340000,-256.442554,940.340000
422,940.340000,-309.196720,940.340000
423,940.340000,-333.199200,940.340000
424,941.646667,-474.590999,941.646667
425,943.117667,-303.123171,943.117667
426,943.117667,-420.172268,943.117667
427,943.117667,-460.387061,943.117667
428,943.117667,-457.728046,943.117667
429,943.117667,-252.109357,943.117667
430,943.209667,56.499586,943.209667
431,943.209667,-165.462138,943.209667
432,943.209667,-51.684653,943.209667
433,943.209667,-410.857813,943.209667
434,943.209667,-360.104604,943.209667
435,943.778000,-203.245035,943.778000
436,943.778000,-321.144658,943.778000
437,943.778000,-175.270803,943.778000
438,943.778000,-45.797130,943.778000
439,943.778000,-249.506861,943.778000
440,943.778000,-191.282803,943.778000
441,943.778000,-369.756868,943.778000
442,943.778000,-390.918012,943.778000
443,943.778000,-390.354829,943.778000
444,943.778000,-543.783764,943.778000
